race_id,tier,state,chamber,district,estimate_source,dem_win_prob,rep_win_prob,margin_dem_minus_rep,rating,pulled_at
US-HOUSE-ME-02,US House District,ME,,2,ElectIndex model,0.309,0.691,-5.1,Lean R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MI-01,US House District,MI,,1,ElectIndex model,0.10800000000000001,0.892,-12.5,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MI-02,US House District,MI,,2,ElectIndex model,0.004,0.996,-27.44,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MI-03,US House District,MI,,3,ElectIndex model,0.9840000000000001,0.016,21.81,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MI-04,US House District,MI,,4,ElectIndex model,0.43700000000000006,0.563,-1.52,Toss-up,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MI-05,US House District,MI,,5,ElectIndex model,0.006999999999999999,0.993,-25.23,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MI-06,US House District,MI,,6,ElectIndex model,1.0,0.0,38.93,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MI-07,US House District,MI,,7,ElectIndex model,0.583,0.41700000000000004,2.06,Toss-up,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MI-08,US House District,MI,,8,ElectIndex model,0.976,0.024,20.05,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MI-09,US House District,MI,,9,ElectIndex model,0.001,0.9990000000000001,-32.24,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MI-10,US House District,MI,,10,ElectIndex model,0.583,0.41700000000000004,2.06,Toss-up,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MI-11,US House District,MI,,11,ElectIndex model,0.997,0.003,27.53,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MI-12,US House District,MI,,12,ElectIndex model,1.0,0.0,59.56,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MI-13,US House District,MI,,13,ElectIndex model,1.0,0.0,54.19,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MN-01,US House District,MN,,1,ElectIndex model,0.265,0.735,-6.31,Lean R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MN-02,US House District,MN,,2,ElectIndex model,0.897,0.10300000000000001,12.77,Likely D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MN-03,US House District,MN,,3,ElectIndex model,0.998,0.002,29.97,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MN-04,US House District,MN,,4,ElectIndex model,1.0,0.0,47.73,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MN-05,US House District,MN,,5,ElectIndex model,1.0,0.0,66.16,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MN-06,US House District,MN,,6,ElectIndex model,0.048,0.9520000000000001,-16.84,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MN-07,US House District,MN,,7,ElectIndex model,0.001,0.9990000000000001,-31.86,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MN-08,US House District,MN,,8,ElectIndex model,0.163,0.8370000000000001,-9.9,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MO-01,US House District,MO,,1,ElectIndex model,1.0,0.0,68.15,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MO-02,US House District,MO,,2,ElectIndex model,0.14,0.86,-10.87,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MO-03,US House District,MO,,3,ElectIndex model,0.027000000000000003,0.973,-19.57,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MO-04,US House District,MO,,4,ElectIndex model,0.016,0.9840000000000001,-21.84,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MO-05,US House District,MO,,5,ElectIndex model,0.191,0.809,-8.82,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MO-06,US House District,MO,,6,ElectIndex model,0.011000000000000001,0.9890000000000001,-23.28,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MO-07,US House District,MO,,7,ElectIndex model,0.0,1.0,-43.36,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MO-08,US House District,MO,,8,ElectIndex model,0.0,1.0,-54.59,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MS-01,US House District,MS,,1,ElectIndex model,0.001,0.9990000000000001,-32.31,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MS-02,US House District,MS,,2,ElectIndex model,1.0,0.0,35.64,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MS-03,US House District,MS,,3,ElectIndex model,0.01,0.99,-23.8,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MS-04,US House District,MS,,4,ElectIndex model,0.0,1.0,-41.41,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MT-01,US House District,MT,,1,ElectIndex model,0.265,0.735,-6.32,Lean R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-MT-02,US House District,MT,,2,ElectIndex model,0.001,0.9990000000000001,-32.52,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-01,US House District,NC,,1,ElectIndex model,0.624,0.376,3.12,Lean D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-02,US House District,NC,,2,ElectIndex model,1.0,0.0,45.32,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-03,US House District,NC,,3,ElectIndex model,0.22899999999999998,0.7709999999999999,-7.47,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-04,US House District,NC,,4,ElectIndex model,1.0,0.0,58.83,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-05,US House District,NC,,5,ElectIndex model,0.14400000000000002,0.856,-10.7,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-06,US House District,NC,,6,ElectIndex model,0.1,0.9,-12.94,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-07,US House District,NC,,7,ElectIndex model,0.156,0.8440000000000001,-10.16,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-08,US House District,NC,,8,ElectIndex model,0.047,0.953,-17.03,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-09,US House District,NC,,9,ElectIndex model,0.126,0.8740000000000001,-11.53,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-10,US House District,NC,,10,ElectIndex model,0.06,0.94,-15.79,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-11,US House District,NC,,11,ElectIndex model,0.365,0.635,-3.44,Lean R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-12,US House District,NC,,12,ElectIndex model,1.0,0.0,59.74,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-13,US House District,NC,,13,ElectIndex model,0.09,0.91,-13.55,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NC-14,US House District,NC,,14,ElectIndex model,0.099,0.9009999999999999,-12.98,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-ND-01,US House District,ND,,1,ElectIndex model,0.0,1.0,-35.65,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NE-01,US House District,NE,,1,ElectIndex model,0.106,0.894,-12.6,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NE-02,US House District,NE,,2,ElectIndex model,0.831,0.16899999999999998,9.66,Likely D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NE-03,US House District,NE,,3,ElectIndex model,0.0,1.0,-56.14,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NH-01,US House District,NH,,1,ElectIndex model,0.696,0.304,5.14,Lean D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NH-02,US House District,NH,,2,ElectIndex model,0.932,0.068,15.06,Likely D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NJ-01,US House District,NJ,,1,ElectIndex model,1.0,0.0,33.89,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NJ-02,US House District,NJ,,2,ElectIndex model,0.184,0.816,-9.07,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NJ-03,US House District,NJ,,3,ElectIndex model,0.9890000000000001,0.011000000000000001,23.26,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NJ-04,US House District,NJ,,4,ElectIndex model,0.003,0.997,-28.31,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NJ-05,US House District,NJ,,5,ElectIndex model,0.987,0.013000000000000001,22.51,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NJ-06,US House District,NJ,,6,ElectIndex model,0.997,0.003,28.48,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NJ-07,US House District,NJ,,7,ElectIndex model,0.691,0.309,4.99,Lean D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NJ-08,US House District,NJ,,8,ElectIndex model,1.0,0.0,46.88,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NJ-09,US House District,NJ,,9,ElectIndex model,0.9840000000000001,0.016,21.7,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NJ-10,US House District,NJ,,10,ElectIndex model,1.0,0.0,66.67,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NJ-11,US House District,NJ,,11,ElectIndex model,0.981,0.019,21.12,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NJ-12,US House District,NJ,,12,ElectIndex model,1.0,0.0,37.56,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NM-01,US House District,NM,,1,ElectIndex model,0.996,0.004,26.78,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NM-02,US House District,NM,,2,ElectIndex model,0.935,0.065,15.36,Likely D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NM-03,US House District,NM,,3,ElectIndex model,0.99,0.01,23.79,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NV-01,US House District,NV,,1,ElectIndex model,0.95,0.05,16.68,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NV-02,US House District,NV,,2,ElectIndex model,0.255,0.745,-6.61,Lean R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NV-03,US House District,NV,,3,ElectIndex model,0.8859999999999999,0.114,12.16,Likely D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NV-04,US House District,NV,,4,ElectIndex model,0.961,0.039,17.94,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-01,US House District,NY,,1,ElectIndex model,0.377,0.623,-3.1,Lean R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-02,US House District,NY,,2,ElectIndex model,0.133,0.867,-11.22,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-03,US House District,NY,,3,ElectIndex model,0.932,0.068,15.1,Likely D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-04,US House District,NY,,4,ElectIndex model,0.924,0.076,14.51,Likely D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-05,US House District,NY,,5,ElectIndex model,1.0,0.0,58.59,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-06,US House District,NY,,6,ElectIndex model,0.9990000000000001,0.001,30.78,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-07,US House District,NY,,7,ElectIndex model,1.0,0.0,58.22,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-08,US House District,NY,,8,ElectIndex model,1.0,0.0,60.82,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-09,US House District,NY,,9,ElectIndex model,1.0,0.0,59.54,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-10,US House District,NY,,10,ElectIndex model,1.0,0.0,70.35,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-11,US House District,NY,,11,ElectIndex model,0.023,0.977,-20.23,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-12,US House District,NY,,12,ElectIndex model,1.0,0.0,73.4,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-13,US House District,NY,,13,ElectIndex model,1.0,0.0,72.96,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-14,US House District,NY,,14,ElectIndex model,1.0,0.0,51.31,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-15,US House District,NY,,15,ElectIndex model,1.0,0.0,69.42,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-16,US House District,NY,,16,ElectIndex model,1.0,0.0,50.13,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-17,US House District,NY,,17,ElectIndex model,0.631,0.369,3.33,Lean D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-18,US House District,NY,,18,ElectIndex model,0.973,0.027000000000000003,19.59,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-19,US House District,NY,,19,ElectIndex model,0.9079999999999999,0.092,13.43,Likely D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-20,US House District,NY,,20,ElectIndex model,0.998,0.002,29.41,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-21,US House District,NY,,21,ElectIndex model,0.109,0.8909999999999999,-12.44,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-22,US House District,NY,,22,ElectIndex model,0.9890000000000001,0.011000000000000001,23.18,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-23,US House District,NY,,23,ElectIndex model,0.016,0.9840000000000001,-21.77,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-24,US House District,NY,,24,ElectIndex model,0.013999999999999999,0.986,-22.33,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-25,US House District,NY,,25,ElectIndex model,0.997,0.003,27.85,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-NY-26,US House District,NY,,26,ElectIndex model,1.0,0.0,36.63,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-01,US House District,OH,,1,ElectIndex model,0.845,0.155,10.24,Likely D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-02,US House District,OH,,2,ElectIndex model,0.0,1.0,-36.29,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-03,US House District,OH,,3,ElectIndex model,1.0,0.0,52.61,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-04,US House District,OH,,4,ElectIndex model,0.0,1.0,-39.31,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-05,US House District,OH,,5,ElectIndex model,0.013999999999999999,0.986,-22.43,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-06,US House District,OH,,6,ElectIndex model,0.002,0.998,-28.77,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-07,US House District,OH,,7,ElectIndex model,0.414,0.586,-2.13,Toss-up,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-08,US House District,OH,,8,ElectIndex model,0.191,0.809,-8.79,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-09,US House District,OH,,9,ElectIndex model,0.8190000000000001,0.18100000000000002,9.18,Likely D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-10,US House District,OH,,10,ElectIndex model,0.17,0.83,-9.61,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-11,US House District,OH,,11,ElectIndex model,1.0,0.0,70.51,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-12,US House District,OH,,12,ElectIndex model,0.006,0.9940000000000001,-25.86,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-13,US House District,OH,,13,ElectIndex model,0.9670000000000001,0.033,18.63,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-14,US House District,OH,,14,ElectIndex model,0.024,0.976,-20.0,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OH-15,US House District,OH,,15,ElectIndex model,0.271,0.7290000000000001,-6.11,Lean R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OK-01,US House District,OK,,1,ElectIndex model,0.038,0.9620000000000001,-18.03,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OK-02,US House District,OK,,2,ElectIndex model,0.0,1.0,-51.83,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OK-03,US House District,OK,,3,ElectIndex model,0.0,1.0,-43.46,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OK-04,US House District,OK,,4,ElectIndex model,0.0,1.0,-35.0,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OK-05,US House District,OK,,5,ElectIndex model,0.046,0.9540000000000001,-17.05,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OR-01,US House District,OR,,1,ElectIndex model,1.0,0.0,49.79,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OR-02,US House District,OR,,2,ElectIndex model,0.002,0.998,-28.68,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OR-03,US House District,OR,,3,ElectIndex model,1.0,0.0,55.5,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OR-04,US House District,OR,,4,ElectIndex model,0.956,0.044000000000000004,17.34,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OR-05,US House District,OR,,5,ElectIndex model,0.953,0.047,16.96,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-OR-06,US House District,OR,,6,ElectIndex model,0.965,0.035,18.33,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-01,US House District,PA,,1,ElectIndex model,0.43700000000000006,0.563,-1.53,Toss-up,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-02,US House District,PA,,2,ElectIndex model,1.0,0.0,56.03,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-03,US House District,PA,,3,ElectIndex model,1.0,0.0,89.36,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-04,US House District,PA,,4,ElectIndex model,0.998,0.002,29.8,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-05,US House District,PA,,5,ElectIndex model,1.0,0.0,44.75,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-06,US House District,PA,,6,ElectIndex model,0.995,0.005,26.1,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-07,US House District,PA,,7,ElectIndex model,0.625,0.375,3.15,Lean D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-08,US House District,PA,,8,ElectIndex model,0.5379999999999999,0.462,0.89,Toss-up,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-09,US House District,PA,,9,ElectIndex model,0.001,0.9990000000000001,-32.33,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-10,US House District,PA,,10,ElectIndex model,0.8320000000000001,0.168,9.7,Likely D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-11,US House District,PA,,11,ElectIndex model,0.051,0.9490000000000001,-16.57,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-12,US House District,PA,,12,ElectIndex model,0.998,0.002,29.84,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-13,US House District,PA,,13,ElectIndex model,0.0,1.0,-40.55,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-14,US House District,PA,,14,ElectIndex model,0.004,0.996,-27.03,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-15,US House District,PA,,15,ElectIndex model,0.0,1.0,-34.55,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-16,US House District,PA,,16,ElectIndex model,0.04,0.96,-17.71,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-PA-17,US House District,PA,,17,ElectIndex model,0.983,0.017,21.45,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-RI-01,US House District,RI,,1,ElectIndex model,1.0,0.0,41.06,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-RI-02,US House District,RI,,2,ElectIndex model,0.96,0.04,17.82,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-SC-01,US House District,SC,,1,ElectIndex model,0.396,0.604,-2.6,Lean R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-SC-02,US House District,SC,,2,ElectIndex model,0.139,0.861,-10.93,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-SC-03,US House District,SC,,3,ElectIndex model,0.0,1.0,-40.94,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-SC-04,US House District,SC,,4,ElectIndex model,0.043,0.9570000000000001,-17.37,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-SC-05,US House District,SC,,5,ElectIndex model,0.08199999999999999,0.9179999999999999,-14.07,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-SC-06,US House District,SC,,6,ElectIndex model,1.0,0.0,36.83,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-SC-07,US House District,SC,,7,ElectIndex model,0.034,0.966,-18.58,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-SD-01,US House District,SD,,1,ElectIndex model,0.006999999999999999,0.993,-25.27,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TN-01,US House District,TN,,1,ElectIndex model,0.0,1.0,-54.42,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TN-02,US House District,TN,,2,ElectIndex model,0.001,0.9990000000000001,-31.75,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TN-03,US House District,TN,,3,ElectIndex model,0.001,0.9990000000000001,-33.53,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TN-04,US House District,TN,,4,ElectIndex model,0.057999999999999996,0.9420000000000001,-15.9,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TN-05,US House District,TN,,5,ElectIndex model,0.128,0.872,-11.43,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TN-06,US House District,TN,,6,ElectIndex model,0.026000000000000002,0.9740000000000001,-19.77,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TN-07,US House District,TN,,7,ElectIndex model,0.054000000000000006,0.946,-16.29,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TN-08,US House District,TN,,8,ElectIndex model,0.027000000000000003,0.973,-19.54,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TN-09,US House District,TN,,9,ElectIndex model,0.156,0.8440000000000001,-10.18,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-01,US House District,TX,,1,ElectIndex model,0.0,1.0,-43.69,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-02,US House District,TX,,2,ElectIndex model,0.102,0.898,-12.85,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-03,US House District,TX,,3,ElectIndex model,0.057999999999999996,0.9420000000000001,-15.94,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-04,US House District,TX,,4,ElectIndex model,0.018000000000000002,0.982,-21.37,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-05,US House District,TX,,5,ElectIndex model,0.061,0.9390000000000001,-15.63,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-06,US House District,TX,,6,ElectIndex model,0.028999999999999998,0.971,-19.28,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-07,US House District,TX,,7,ElectIndex model,1.0,0.0,40.48,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-08,US House District,TX,,8,ElectIndex model,0.035,0.965,-18.37,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-09,US House District,TX,,9,ElectIndex model,0.237,0.763,-7.2,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-10,US House District,TX,,10,ElectIndex model,0.08900000000000001,0.9109999999999999,-13.59,Likely R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-11,US House District,TX,,11,ElectIndex model,0.003,0.997,-27.95,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-12,US House District,TX,,12,ElectIndex model,0.028999999999999998,0.971,-19.3,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-13,US House District,TX,,13,ElectIndex model,0.0,1.0,-41.25,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-14,US House District,TX,,14,ElectIndex model,0.023,0.977,-20.22,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-15,US House District,TX,,15,ElectIndex model,0.475,0.525,-0.56,Toss-up,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-16,US House District,TX,,16,ElectIndex model,1.0,0.0,36.03,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-17,US House District,TX,,17,ElectIndex model,0.042,0.958,-17.56,Safe R,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-18,US House District,TX,,18,ElectIndex model,1.0,0.0,70.57,Safe D,2026-09-07T10:49:29.824588+00:00
US-HOUSE-TX-19,US House District,TX,,19,ElectIndex model,0.0,1.0,-43.29,Safe R,2026-09-07T10:49:29.824588+00:00
