race_id,tier,state,chamber,district,estimate_source,dem_win_prob,rep_win_prob,margin_dem_minus_rep,rating,pulled_at
STATE-LEG-ME-HOUSE-59,State Legislature District,ME,House,59,ElectIndex model,0.8139,0.1861,13.65,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-6,State Legislature District,ME,House,6,ElectIndex model,0.0136,0.9864,-33.79,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-60,State Legislature District,ME,House,60,ElectIndex model,0.9566,0.0434,26.18,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-61,State Legislature District,ME,House,61,ElectIndex model,0.0711,0.9289,-22.44,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-62,State Legislature District,ME,House,62,ElectIndex model,0.0595,0.9405,-23.84,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-63,State Legislature District,ME,House,63,ElectIndex model,0.1584,0.8416,-15.31,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-64,State Legislature District,ME,House,64,ElectIndex model,0.9918,0.0082,36.68,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-65,State Legislature District,ME,House,65,ElectIndex model,0.9962,0.0038,40.82,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-66,State Legislature District,ME,House,66,ElectIndex model,0.02,0.98,-7.02,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-67,State Legislature District,ME,House,67,ElectIndex model,0.3574,0.6426,-5.59,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-68,State Legislature District,ME,House,68,ElectIndex model,0.02,0.98,-29.08,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-69,State Legislature District,ME,House,69,ElectIndex model,0.004,0.996,-40.6,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-7,State Legislature District,ME,House,7,ElectIndex model,0.0572,0.9428,-24.14,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-70,State Legislature District,ME,House,70,ElectIndex model,0.1416,0.8584,-16.41,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-71,State Legislature District,ME,House,71,ElectIndex model,0.02,0.98,-28.76,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-72,State Legislature District,ME,House,72,ElectIndex model,0.0537,0.9463,-24.63,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-73,State Legislature District,ME,House,73,ElectIndex model,0.1024,0.8976,-19.39,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-74,State Legislature District,ME,House,74,ElectIndex model,0.2324,0.7676,-11.18,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-75,State Legislature District,ME,House,75,ElectIndex model,0.6537,0.3463,6.04,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-76,State Legislature District,ME,House,76,ElectIndex model,0.135,0.865,-16.87,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-77,State Legislature District,ME,House,77,ElectIndex model,0.0261,0.9739,-29.69,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-78,State Legislature District,ME,House,78,ElectIndex model,0.2814,0.7186,-8.85,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-79,State Legislature District,ME,House,79,ElectIndex model,0.0709,0.9291,-22.47,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-8,State Legislature District,ME,House,8,ElectIndex model,0.02,0.98,-47.52,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-80,State Legislature District,ME,House,80,ElectIndex model,0.02,0.98,-15.54,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-81,State Legislature District,ME,House,81,ElectIndex model,0.2861,0.7139,-8.64,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-82,State Legislature District,ME,House,82,ElectIndex model,0.5653,0.4347,2.51,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-83,State Legislature District,ME,House,83,ElectIndex model,0.2944,0.7056,-8.27,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-84,State Legislature District,ME,House,84,ElectIndex model,0.1307,0.8693,-17.17,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-85,State Legislature District,ME,House,85,ElectIndex model,0.4762,0.5238,-0.91,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-86,State Legislature District,ME,House,86,ElectIndex model,0.367,0.633,-5.2,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-87,State Legislature District,ME,House,87,ElectIndex model,0.02,0.98,-20.69,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-88,State Legislature District,ME,House,88,ElectIndex model,0.3961,0.6039,-4.03,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-89,State Legislature District,ME,House,89,ElectIndex model,0.9042,0.0958,19.97,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-9,State Legislature District,ME,House,9,ElectIndex model,0.1679,0.8321,-14.72,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-90,State Legislature District,ME,House,90,ElectIndex model,0.5979,0.4021,3.79,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-91,State Legislature District,ME,House,91,ElectIndex model,0.02,0.98,-11.46,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-92,State Legislature District,ME,House,92,ElectIndex model,0.02,0.98,-32.14,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-93,State Legislature District,ME,House,93,ElectIndex model,0.9666,0.0334,28.03,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-94,State Legislature District,ME,House,94,ElectIndex model,0.9425,0.0575,24.1,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-95,State Legislature District,ME,House,95,ElectIndex model,0.8059,0.1941,13.2,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-96,State Legislature District,ME,House,96,ElectIndex model,0.7288,0.2712,9.32,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-97,State Legislature District,ME,House,97,ElectIndex model,0.02,0.98,-5.3,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-98,State Legislature District,ME,House,98,ElectIndex model,0.855,0.145,16.18,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-HOUSE-99,State Legislature District,ME,House,99,ElectIndex model,0.9882,0.0118,34.59,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-1,State Legislature District,ME,Senate,1,ElectIndex model,0.2552,0.7448,-10.07,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-10,State Legislature District,ME,Senate,10,ElectIndex model,0.0695,0.9305,-22.63,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-11,State Legislature District,ME,Senate,11,ElectIndex model,0.8628,0.1372,16.72,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-12,State Legislature District,ME,Senate,12,ElectIndex model,0.98,0.02,22.63,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-13,State Legislature District,ME,Senate,13,ElectIndex model,0.98,0.02,24.14,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-14,State Legislature District,ME,Senate,14,ElectIndex model,0.8168,0.1832,13.81,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-15,State Legislature District,ME,Senate,15,ElectIndex model,0.565,0.435,2.5,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-16,State Legislature District,ME,Senate,16,ElectIndex model,0.3238,0.6762,-6.99,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-17,State Legislature District,ME,Senate,17,ElectIndex model,0.1404,0.8596,-16.5,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-18,State Legislature District,ME,Senate,18,ElectIndex model,0.2862,0.7138,-8.63,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-19,State Legislature District,ME,Senate,19,ElectIndex model,0.0992,0.9008,-19.66,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-2,State Legislature District,ME,Senate,2,ElectIndex model,0.0315,0.9685,-28.44,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-20,State Legislature District,ME,Senate,20,ElectIndex model,0.4058,0.5942,-3.64,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-21,State Legislature District,ME,Senate,21,ElectIndex model,0.98,0.02,12.87,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-22,State Legislature District,ME,Senate,22,ElectIndex model,0.2418,0.7582,-10.71,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-23,State Legislature District,ME,Senate,23,ElectIndex model,0.9998,0.0002,53.26,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-24,State Legislature District,ME,Senate,24,ElectIndex model,0.98,0.02,27.84,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-25,State Legislature District,ME,Senate,25,ElectIndex model,0.98,0.02,37.46,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-26,State Legislature District,ME,Senate,26,ElectIndex model,0.8899,0.1101,18.75,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-27,State Legislature District,ME,Senate,27,ElectIndex model,0.98,0.02,63.98,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-28,State Legislature District,ME,Senate,28,ElectIndex model,0.98,0.02,75.84,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-29,State Legislature District,ME,Senate,29,ElectIndex model,0.9997,0.0003,52.01,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-3,State Legislature District,ME,Senate,3,ElectIndex model,0.1211,0.8789,-17.89,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-30,State Legislature District,ME,Senate,30,ElectIndex model,0.8998,0.1002,19.58,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-31,State Legislature District,ME,Senate,31,ElectIndex model,0.9824,0.0176,32.19,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-32,State Legislature District,ME,Senate,32,ElectIndex model,0.98,0.02,24.43,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-33,State Legislature District,ME,Senate,33,ElectIndex model,0.1566,0.8434,-15.42,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-34,State Legislature District,ME,Senate,34,ElectIndex model,0.8757,0.1243,17.64,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-35,State Legislature District,ME,Senate,35,ElectIndex model,0.9867,0.0133,33.89,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-4,State Legislature District,ME,Senate,4,ElectIndex model,0.0405,0.9595,-26.69,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-5,State Legislature District,ME,Senate,5,ElectIndex model,0.253,0.747,-10.17,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-6,State Legislature District,ME,Senate,6,ElectIndex model,0.02,0.98,-16.77,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-7,State Legislature District,ME,Senate,7,ElectIndex model,0.9655,0.0345,27.81,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-8,State Legislature District,ME,Senate,8,ElectIndex model,0.7933,0.2067,12.51,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-ME-SENATE-9,State Legislature District,ME,Senate,9,ElectIndex model,0.98,0.02,10.26,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-1,State Legislature District,MI,House,1,ElectIndex model,1.0,0.0,74.48,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-10,State Legislature District,MI,House,10,ElectIndex model,0.9968,0.0032,41.72,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-100,State Legislature District,MI,House,100,ElectIndex model,0.0244,0.9756,-30.13,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-101,State Legislature District,MI,House,101,ElectIndex model,0.0585,0.9415,-23.96,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-102,State Legislature District,MI,House,102,ElectIndex model,0.1381,0.8619,-16.65,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-103,State Legislature District,MI,House,103,ElectIndex model,0.8973,0.1027,19.36,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-104,State Legislature District,MI,House,104,ElectIndex model,0.1178,0.8822,-18.14,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-105,State Legislature District,MI,House,105,ElectIndex model,0.0223,0.9777,-30.71,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-106,State Legislature District,MI,House,106,ElectIndex model,0.018,0.982,-32.08,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-107,State Legislature District,MI,House,107,ElectIndex model,0.1738,0.8262,-14.36,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-108,State Legislature District,MI,House,108,ElectIndex model,0.1122,0.8878,-18.58,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-109,State Legislature District,MI,House,109,ElectIndex model,0.5046,0.4954,0.18,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-11,State Legislature District,MI,House,11,ElectIndex model,1.0,0.0,62.11,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-110,State Legislature District,MI,House,110,ElectIndex model,0.0632,0.9368,-23.37,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-12,State Legislature District,MI,House,12,ElectIndex model,0.9994,0.0006,49.84,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-13,State Legislature District,MI,House,13,ElectIndex model,0.6663,0.3337,6.57,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-14,State Legislature District,MI,House,14,ElectIndex model,0.9437,0.0563,24.26,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-15,State Legislature District,MI,House,15,ElectIndex model,0.7854,0.2146,12.09,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-16,State Legislature District,MI,House,16,ElectIndex model,1.0,0.0,62.28,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-17,State Legislature District,MI,House,17,ElectIndex model,0.964,0.036,27.51,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-18,State Legislature District,MI,House,18,ElectIndex model,0.9999,0.0001,56.01,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-19,State Legislature District,MI,House,19,ElectIndex model,0.9994,0.0006,49.8,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-2,State Legislature District,MI,House,2,ElectIndex model,0.7799,0.2201,11.8,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-20,State Legislature District,MI,House,20,ElectIndex model,0.9972,0.0028,42.35,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-21,State Legislature District,MI,House,21,ElectIndex model,0.9537,0.0463,25.73,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-22,State Legislature District,MI,House,22,ElectIndex model,0.7725,0.2275,11.42,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-23,State Legislature District,MI,House,23,ElectIndex model,0.9952,0.0048,39.61,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-24,State Legislature District,MI,House,24,ElectIndex model,0.9822,0.0178,32.15,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-25,State Legislature District,MI,House,25,ElectIndex model,0.9776,0.0224,30.68,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-26,State Legislature District,MI,House,26,ElectIndex model,0.9967,0.0033,41.54,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-27,State Legislature District,MI,House,27,ElectIndex model,0.4514,0.5486,-1.87,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-28,State Legislature District,MI,House,28,ElectIndex model,0.3673,0.6327,-5.19,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-29,State Legislature District,MI,House,29,ElectIndex model,0.1948,0.8052,-13.16,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-3,State Legislature District,MI,House,3,ElectIndex model,0.9885,0.0115,34.74,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-30,State Legislature District,MI,House,30,ElectIndex model,0.0554,0.9446,-24.39,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-31,State Legislature District,MI,House,31,ElectIndex model,0.6842,0.3158,7.33,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-32,State Legislature District,MI,House,32,ElectIndex model,1.0,0.0,62.84,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-33,State Legislature District,MI,House,33,ElectIndex model,1.0,0.0,63.97,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-34,State Legislature District,MI,House,34,ElectIndex model,0.02,0.98,-18.84,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-35,State Legislature District,MI,House,35,ElectIndex model,0.006,0.994,-38.38,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-36,State Legislature District,MI,House,36,ElectIndex model,0.0173,0.9827,-32.29,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-37,State Legislature District,MI,House,37,ElectIndex model,0.0782,0.9218,-21.67,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-38,State Legislature District,MI,House,38,ElectIndex model,0.9222,0.0778,21.71,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-39,State Legislature District,MI,House,39,ElectIndex model,0.0686,0.9314,-22.73,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-4,State Legislature District,MI,House,4,ElectIndex model,1.0,0.0,83.27,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-40,State Legislature District,MI,House,40,ElectIndex model,0.9758,0.0242,30.18,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-41,State Legislature District,MI,House,41,ElectIndex model,0.9997,0.0003,53.15,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-42,State Legislature District,MI,House,42,ElectIndex model,0.2361,0.7639,-10.99,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-43,State Legislature District,MI,House,43,ElectIndex model,0.0057,0.9943,-38.73,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-44,State Legislature District,MI,House,44,ElectIndex model,0.5595,0.4405,2.29,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-45,State Legislature District,MI,House,45,ElectIndex model,0.0412,0.9588,-26.57,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-46,State Legislature District,MI,House,46,ElectIndex model,0.4671,0.5329,-1.26,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-47,State Legislature District,MI,House,47,ElectIndex model,0.9915,0.0085,36.51,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-48,State Legislature District,MI,House,48,ElectIndex model,0.9031,0.0969,19.87,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-49,State Legislature District,MI,House,49,ElectIndex model,0.2502,0.7498,-10.3,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-5,State Legislature District,MI,House,5,ElectIndex model,1.0,0.0,75.86,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-50,State Legislature District,MI,House,50,ElectIndex model,0.0446,0.9554,-26.0,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-51,State Legislature District,MI,House,51,ElectIndex model,0.1299,0.8701,-17.23,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-52,State Legislature District,MI,House,52,ElectIndex model,0.1782,0.8218,-14.1,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-53,State Legislature District,MI,House,53,ElectIndex model,0.9995,0.0005,50.52,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-54,State Legislature District,MI,House,54,ElectIndex model,0.7029,0.2971,8.15,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-55,State Legislature District,MI,House,55,ElectIndex model,0.5889,0.4111,3.44,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-56,State Legislature District,MI,House,56,ElectIndex model,0.9836,0.0164,32.65,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-57,State Legislature District,MI,House,57,ElectIndex model,0.1393,0.8607,-16.57,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-58,State Legislature District,MI,House,58,ElectIndex model,0.3494,0.6506,-5.92,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-59,State Legislature District,MI,House,59,ElectIndex model,0.1208,0.8792,-17.91,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-6,State Legislature District,MI,House,6,ElectIndex model,0.9916,0.0084,36.54,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-60,State Legislature District,MI,House,60,ElectIndex model,0.0754,0.9246,-21.97,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-61,State Legislature District,MI,House,61,ElectIndex model,0.8674,0.1326,17.04,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-62,State Legislature District,MI,House,62,ElectIndex model,0.2046,0.7954,-12.62,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-63,State Legislature District,MI,House,63,ElectIndex model,0.0463,0.9537,-25.71,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-64,State Legislature District,MI,House,64,ElectIndex model,0.0616,0.9384,-23.58,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-65,State Legislature District,MI,House,65,ElectIndex model,0.0071,0.9929,-37.51,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-66,State Legislature District,MI,House,66,ElectIndex model,0.0219,0.9781,-30.84,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-67,State Legislature District,MI,House,67,ElectIndex model,0.0435,0.9565,-26.17,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-68,State Legislature District,MI,House,68,ElectIndex model,0.3351,0.6649,-6.51,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-69,State Legislature District,MI,House,69,ElectIndex model,0.9654,0.0346,27.79,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-7,State Legislature District,MI,House,7,ElectIndex model,1.0,0.0,79.03,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-70,State Legislature District,MI,House,70,ElectIndex model,1.0,0.0,77.28,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-71,State Legislature District,MI,House,71,ElectIndex model,0.1372,0.8628,-16.72,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-72,State Legislature District,MI,House,72,ElectIndex model,0.2078,0.7922,-12.45,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-73,State Legislature District,MI,House,73,ElectIndex model,0.9672,0.0328,28.15,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-74,State Legislature District,MI,House,74,ElectIndex model,0.9939,0.0061,38.35,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-75,State Legislature District,MI,House,75,ElectIndex model,0.9816,0.0184,31.92,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-76,State Legislature District,MI,House,76,ElectIndex model,0.9145,0.0855,20.93,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-77,State Legislature District,MI,House,77,ElectIndex model,0.9892,0.0108,35.16,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-78,State Legislature District,MI,House,78,ElectIndex model,0.1309,0.8691,-17.16,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-79,State Legislature District,MI,House,79,ElectIndex model,0.0594,0.9406,-23.85,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-8,State Legislature District,MI,House,8,ElectIndex model,1.0,0.0,75.79,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-80,State Legislature District,MI,House,80,ElectIndex model,0.9408,0.0592,23.88,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-81,State Legislature District,MI,House,81,ElectIndex model,0.9608,0.0392,26.91,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-82,State Legislature District,MI,House,82,ElectIndex model,0.9999,0.0001,58.72,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-MI-HOUSE-83,State Legislature District,MI,House,83,ElectIndex model,0.927,0.073,22.23,Likely D,2026-09-07T10:49:29.824588+00:00
